Id,MS Zoning,Lot Frontage,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,Year Built,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Fence,Yr Sold,SalePrice
2142,RL,120.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1975,CompShg,HdBoard,None,0.0,TA,CBlock,TA,716.0,0.0,969.0,TA,Y,969,0.0,0.0,1,1,1,TA,5,NFP,Attchd,440.0,TA,Y,0,MnPrv,2007,122000
1648,RL,93.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1978,CompShg,Plywood,Stone,67.0,TA,CBlock,Gd,1328.0,0.0,1529.0,TA,Y,1664,1.0,0.0,2,0,1,Gd,7,TA,Attchd,663.0,TA,Y,0,NF,2007,213000
618,RL,90.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1967,CompShg,BrkComm,None,0.0,Gd,CBlock,TA,1173.0,0.0,1680.0,TA,Y,1691,1.0,0.0,1,0,1,TA,5,NFP,Attchd,550.0,Gd,Y,0,MnPrv,2009,175000
2108,RL,64.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2007,CompShg,VinylSd,BrkFace,108.0,Gd,PConc,Gd,664.0,0.0,1208.0,Ex,Y,1208,1.0,0.0,2,0,1,Gd,6,NFP,Attchd,628.0,TA,Y,105,NF,2007,195400
772,RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1967,CompShg,HdBoard,BrkFace,172.0,TA,CBlock,TA,527.0,0.0,1052.0,TA,Y,1052,0.0,0.0,1,1,1,TA,6,Po,Attchd,668.0,TA,Y,0,NF,2009,113500
2672,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1939,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,0.0,0.0,972.0,Gd,Y,1577,0.0,0.0,1,0,1,Fa,6,Gd,Detchd,312.0,TA,Y,0,NF,2006,140200
2492,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1968,CompShg,Plywood,BrkFace,90.0,TA,CBlock,TA,162.0,270.0,882.0,TA,Y,909,0.0,0.0,1,0,1,TA,5,NFP,Attchd,294.0,TA,Y,0,MnPrv,2006,116000
2903,RL,88.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2005,CompShg,VinylSd,BrkFace,382.0,Ex,PConc,Gd,1455.0,0.0,1838.0,Ex,Y,1838,1.0,0.0,2,0,1,Ex,9,Gd,Attchd,682.0,TA,Y,161,NF,2006,359900
2783,RL,50.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1977,CompShg,HdBoard,BrkFace,62.0,TA,CBlock,Gd,509.0,0.0,675.0,TA,Y,1388,0.0,0.0,1,1,1,TA,6,NFP,Attchd,317.0,TA,Y,406,NF,2006,157500
786,RL,82.5,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1955,CompShg,Wd Sdng,None,0.0,Gd,CBlock,TA,379.0,768.0,1617.0,Ex,Y,1867,1.0,0.0,1,0,1,TA,7,Gd,Attchd,303.0,TA,Y,476,GdWo,2009,190000
740,RM,60.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1924,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,405.0,0.0,1145.0,TA,Y,1301,0.0,0.0,1,0,1,Fa,5,NFP,Detchd,440.0,TA,Y,0,NF,2009,100000
2546,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1964,CompShg,HdBoard,BrkFace,425.0,TA,CBlock,TA,553.0,0.0,1251.0,TA,Y,1251,1.0,0.0,1,0,1,TA,6,Gd,Attchd,461.0,TA,Y,0,MnPrv,2006,160000
851,RL,65.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2002,CompShg,VinylSd,BrkFace,68.0,Gd,PConc,Gd,1259.0,0.0,1431.0,Ex,Y,1444,1.0,0.0,2,0,1,Gd,6,NFP,Attchd,577.0,TA,Y,144,NF,2009,203000
1833,RL,88.5,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1990,CompShg,Wd Sdng,BrkFace,336.0,Gd,PConc,Ex,482.0,0.0,1453.0,Ex,Y,2810,0.0,0.0,2,1,1,Gd,9,Ex,Attchd,750.0,Gd,Y,500,NF,2007,302000
76,RL,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1980,CompShg,Plywood,None,0.0,TA,CBlock,Gd,543.0,119.0,923.0,TA,Y,923,0.0,0.0,2,0,1,TA,5,TA,Attchd,264.0,TA,Y,80,NF,2010,143000
2151,RL,66.0,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1998,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,281.0,0.0,1028.0,Ex,Y,2452,0.0,0.0,2,1,1,Gd,9,TA,BuiltIn,683.0,TA,Y,208,NF,2007,267000
1880,RL,72.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1964,CompShg,HdBoard,None,0.0,TA,Slab,NB,0.0,0.0,0.0,TA,N,1224,0.0,0.0,2,0,2,TA,8,NFP,CarPort,530.0,TA,Y,0,NF,2007,103000
2907,RM,32.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1998,CompShg,VinylSd,BrkFace,443.0,TA,PConc,Ex,1201.0,0.0,1237.0,Ex,Y,1337,1.0,0.0,2,0,1,TA,5,NFP,Attchd,405.0,TA,Y,0,NF,2006,153500
1831,RL,70.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1975,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,1390.0,0.0,1390.0,TA,Y,1701,1.0,0.0,2,0,1,TA,6,TA,Basment,611.0,TA,Y,0,NF,2007,171000
2836,RL,62.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1924,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,0.0,0.0,1093.0,TA,N,1669,0.0,0.0,1,1,1,TA,9,NFP,Attchd,288.0,Fa,Y,0,NF,2006,107000
1955,RL,66.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1968,CompShg,Wd Sdng,BrkFace,86.0,TA,CBlock,TA,952.0,0.0,952.0,Gd,Y,952,1.0,0.0,1,0,1,TA,5,NFP,Attchd,288.0,TA,Y,0,NF,2007,128500
1926,RL,72.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1957,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,512.0,0.0,922.0,TA,Y,922,1.0,0.0,1,0,1,TA,5,NFP,Attchd,308.0,TA,Y,0,GdWo,2007,116000
2924,RL,80.0,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1977,CompShg,BrkFace,None,0.0,TA,CBlock,TA,936.0,0.0,1126.0,Fa,Y,1126,1.0,0.0,2,0,1,TA,5,Gd,Attchd,484.0,TA,P,295,NF,2006,160000
1003,RL,39.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1992,CompShg,HdBoard,None,0.0,Gd,PConc,Gd,0.0,0.0,1280.0,Ex,Y,1280,0.0,0.0,2,0,1,Gd,5,NFP,Attchd,506.0,TA,Y,0,NF,2008,180000
1667,RL,66.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1970,CompShg,HdBoard,BrkFace,32.0,TA,CBlock,TA,81.0,619.0,914.0,Ex,Y,914,0.0,0.0,1,0,1,Ex,5,NFP,Attchd,368.0,TA,Y,120,NF,2007,133000
2905,RM,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1997,CompShg,MetalSd,BrkFace,200.0,TA,PConc,Gd,1243.0,0.0,1288.0,Gd,Y,1368,2.0,0.0,2,0,2,TA,8,NFP,Attchd,784.0,TA,Y,0,NF,2006,215000
921,RL,64.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1942,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,547.0,0.0,771.0,Fa,Y,1494,0.0,0.0,1,0,1,Gd,7,Gd,Attchd,213.0,TA,P,0,NF,2009,177500
1780,RL,76.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2006,CompShg,VinylSd,BrkFace,248.0,Gd,PConc,Gd,28.0,0.0,1524.0,Gd,Y,1534,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,484.0,TA,Y,168,NF,2007,215000
746,RM,51.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1938,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,273.0,0.0,952.0,TA,Y,1582,0.0,0.0,2,0,1,TA,6,Gd,Detchd,250.0,Fa,Y,189,NF,2009,150000
254,RL,90.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1990,CompShg,Plywood,None,0.0,TA,PConc,Gd,1470.0,0.0,1673.0,Gd,Y,3222,1.0,0.0,3,0,1,Gd,11,TA,Attchd,594.0,TA,Y,367,NF,2010,320000
606,RL,100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1964,CompShg,HdBoard,BrkFace,180.0,TA,CBlock,TA,196.0,345.0,1516.0,TA,Y,1516,0.0,0.0,1,1,1,TA,6,NFP,Attchd,472.0,TA,Y,0,NF,2009,167000
2703,RL,55.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1935,CompShg,Wd Sdng,None,0.0,TA,Slab,NB,0.0,0.0,0.0,TA,N,1032,0.0,0.0,1,0,1,TA,6,TA,Detchd,260.0,TA,Y,0,NF,2006,125000
1306,RM,103.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1949,CompShg,MetalSd,None,0.0,TA,BrkTil,Fa,0.0,0.0,448.0,Gd,Y,1588,0.0,0.0,2,0,1,TA,6,NFP,NG,0.0,NG,N,0,MnPrv,2008,65000
2102,RL,103.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2007,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,0.0,0.0,1316.0,Ex,Y,1316,0.0,0.0,2,0,1,Gd,6,Gd,Attchd,440.0,TA,Y,0,NF,2007,200141
1784,RL,85.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,2007,CompShg,VinylSd,NM,0.0,Gd,PConc,Gd,0.0,0.0,1528.0,Ex,Y,1528,0.0,0.0,3,2,1,Gd,6,TA,Attchd,480.0,TA,Y,0,NF,2007,235876
941,RM,50.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1900,CompShg,AsbShng,None,0.0,TA,BrkTil,TA,0.0,0.0,760.0,Ex,N,2168,0.0,0.0,2,0,1,Gd,11,NFP,Detchd,576.0,TA,Y,467,NF,2009,123000
2699,RL,82.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1951,CompShg,HdBoard,Stone,41.0,TA,CBlock,TA,329.0,0.0,806.0,TA,Y,1422,1.0,0.0,1,0,1,TA,7,TA,Detchd,288.0,TA,Y,0,GdWo,2006,137500
2127,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1994,CompShg,VinylSd,None,0.0,TA,PConc,Gd,588.0,0.0,990.0,Ex,Y,990,1.0,0.0,1,0,1,TA,5,NFP,NG,0.0,NG,Y,0,NF,2007,123600
2607,RL,84.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1965,CompShg,Wd Sdng,BrkFace,101.0,TA,CBlock,TA,643.0,0.0,1088.0,Ex,Y,1324,0.0,0.0,2,0,1,TA,6,TA,Attchd,440.0,TA,Y,0,GdWo,2006,160000
1754,RL,63.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2000,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,924.0,Ex,Y,1690,0.0,0.0,2,1,1,TA,7,TA,Attchd,463.0,TA,Y,100,NF,2007,181000
1367,RM,49.0,Pave,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1955,CompShg,MetalSd,None,0.0,TA,CBlock,TA,180.0,645.0,825.0,TA,Y,825,1.0,0.0,1,0,1,TA,4,NFP,Detchd,720.0,TA,Y,140,MnPrv,2008,125000
580,RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1968,CompShg,MetalSd,None,0.0,TA,CBlock,TA,298.0,0.0,727.0,Ex,Y,1556,0.0,0.0,1,1,1,TA,8,NFP,Attchd,441.0,TA,Y,0,NF,2009,154000
341,RL,74.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1993,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,944.0,0.0,1152.0,Ex,Y,1797,1.0,0.0,2,1,1,Gd,7,Fa,Attchd,616.0,TA,Y,162,NF,2010,231000
26,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1968,CompShg,VinylSd,None,0.0,TA,CBlock,TA,775.0,0.0,1056.0,Ex,Y,1056,1.0,0.0,1,0,1,TA,6,Fa,Attchd,304.0,TA,Y,0,NF,2010,142000
2667,RM,90.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1892,WdShngl,Wd Sdng,None,0.0,Gd,BrkTil,TA,0.0,0.0,1107.0,Ex,Y,3608,0.0,0.0,2,1,1,Ex,12,TA,Detchd,840.0,Ex,Y,0,GdPrv,2006,475000
2884,RM,41.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,2005,CompShg,CemntBd,Stone,473.0,Gd,PConc,Ex,1573.0,0.0,1573.0,Ex,Y,1778,2.0,0.0,2,0,1,Ex,5,Gd,Attchd,495.0,TA,Y,123,NF,2006,375000
28,RL,70.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1971,CompShg,HdBoard,None,0.0,TA,CBlock,TA,432.0,0.0,864.0,TA,Y,864,0.0,0.0,1,0,1,TA,5,Po,NG,0.0,NG,Y,0,NF,2010,115000
531,FV,62.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2004,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,410.0,0.0,1221.0,Ex,Y,1221,1.0,0.0,2,0,1,Gd,6,NFP,Attchd,400.0,TA,Y,0,NF,2009,185000
2189,RL,62.0,Pave,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1920,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,144.0,278.0,660.0,TA,Y,865,1.0,0.0,1,0,1,TA,4,Gd,Detchd,216.0,TA,Y,0,NF,2007,108500
2508,FV,24.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2005,CompShg,MetalSd,None,0.0,Gd,PConc,Gd,0.0,0.0,600.0,Ex,Y,1223,0.0,0.0,2,1,1,Gd,4,NFP,Detchd,480.0,TA,Y,0,NF,2006,147400
573,FV,35.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1999,CompShg,MetalSd,BrkFace,218.0,Gd,PConc,Gd,549.0,0.0,691.0,Ex,Y,1452,1.0,0.0,2,1,1,Gd,6,NFP,Detchd,506.0,TA,Y,0,NF,2009,156000
1363,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1915,CompShg,HdBoard,None,0.0,TA,BrkTil,TA,0.0,0.0,880.0,Gd,Y,1308,0.0,0.0,2,0,1,TA,6,NFP,Detchd,400.0,Fa,Y,0,NF,2008,120000
487,RL,61.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2004,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,241.0,113.0,384.0,Ex,Y,1374,0.0,0.0,2,1,1,Gd,7,NFP,BuiltIn,400.0,TA,Y,0,NF,2009,167000
1083,RL,43.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,2005,CompShg,VinylSd,BrkFace,14.0,Gd,PConc,Gd,16.0,0.0,1346.0,Ex,Y,1504,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,437.0,TA,Y,156,NF,2008,191000
1620,RL,56.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1997,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,384.0,Gd,Y,1384,0.0,0.0,2,1,1,TA,7,TA,BuiltIn,390.0,TA,Y,0,NF,2007,161500
1929,RL,70.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1955,CompShg,VinylSd,None,0.0,TA,CBlock,TA,780.0,0.0,1204.0,TA,Y,1411,0.0,0.0,1,0,1,TA,7,TA,Attchd,310.0,TA,Y,278,NF,2007,130000
1820,RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1963,CompShg,HdBoard,None,0.0,TA,CBlock,TA,630.0,0.0,970.0,TA,Y,970,1.0,0.0,1,0,1,TA,5,NFP,Detchd,624.0,TA,Y,0,NF,2007,132500
1398,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1970,CompShg,HdBoard,None,0.0,TA,PConc,Gd,704.0,0.0,864.0,Ex,Y,904,0.0,0.0,1,0,1,Gd,5,NFP,2Types,912.0,TA,Y,143,MnPrv,2008,144000
2177,RL,63.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,1979,CompShg,Plywood,None,0.0,TA,Slab,NB,0.0,0.0,0.0,TA,Y,2233,0.0,0.0,2,1,2,TA,11,NFP,Attchd,579.0,TA,Y,0,NF,2007,141000
2144,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1972,CompShg,Plywood,None,0.0,TA,CBlock,TA,385.0,0.0,385.0,Gd,Y,875,0.0,0.0,1,0,1,Gd,5,NFP,Detchd,728.0,TA,Y,352,NF,2007,117000
2697,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1935,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,490.0,0.0,520.0,Gd,N,754,1.0,0.0,1,0,1,TA,5,NFP,NG,0.0,NG,N,53,NF,2006,84500
1403,RL,82.5,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1954,Tar&Grv,Plywood,None,0.0,TA,CBlock,Gd,1116.0,0.0,1364.0,Ex,Y,1663,1.0,0.0,1,0,1,Gd,6,Gd,Attchd,529.0,TA,Y,224,NF,2008,256000
596,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1965,CompShg,VinylSd,None,0.0,TA,CBlock,TA,338.0,466.0,925.0,Ex,Y,925,0.0,1.0,1,0,1,TA,5,NFP,Detchd,429.0,TA,Y,0,GdWo,2009,117500
922,RL,130.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1940,CompShg,MetalSd,None,0.0,Gd,BrkTil,TA,428.0,0.0,728.0,Ex,Y,1308,1.0,0.0,1,1,1,TA,7,TA,Detchd,256.0,TA,Y,0,NF,2009,160000
2065,RL,81.0,Pave,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1956,CompShg,BrkFace,None,0.0,TA,CBlock,TA,386.0,522.0,1240.0,Gd,Y,1375,1.0,0.0,1,0,1,TA,6,Gd,Attchd,323.0,TA,Y,0,NF,2007,187000
1710,RL,110.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2003,CompShg,VinylSd,BrkFace,280.0,Gd,PConc,Ex,938.0,0.0,1317.0,Ex,Y,2385,1.0,0.0,2,1,1,Gd,7,Gd,Attchd,818.0,TA,Y,192,NF,2007,350000
1034,RL,60.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1974,CompShg,VinylSd,None,0.0,TA,CBlock,Gd,0.0,0.0,896.0,TA,Y,1792,0.0,0.0,2,2,2,TA,8,NFP,Detchd,480.0,TA,Y,0,NF,2008,133000
1057,RL,105.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2007,CompShg,VinylSd,Stone,554.0,Gd,PConc,Ex,1728.0,495.0,2418.0,Ex,Y,2464,1.0,0.0,2,1,1,Ex,9,Ex,Attchd,650.0,TA,Y,358,NF,2008,417500
470,RL,51.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,2007,CompShg,VinylSd,BrkFace,130.0,Gd,PConc,Gd,988.0,0.0,1386.0,Ex,Y,1569,0.0,1.0,2,0,1,Gd,7,TA,Attchd,660.0,TA,Y,143,NF,2009,175900
819,RL,84.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2009,CompShg,VinylSd,Stone,242.0,Ex,PConc,Ex,1021.0,0.0,1555.0,Ex,Y,1680,1.0,0.0,1,1,1,Ex,8,Gd,Attchd,1138.0,TA,Y,185,NF,2009,323262
2160,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2003,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,699.0,0.0,1337.0,Ex,Y,1337,1.0,0.0,2,0,1,Gd,6,NFP,Attchd,531.0,TA,Y,0,NF,2007,185000
2552,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1934,CompShg,MetalSd,None,0.0,TA,CBlock,TA,574.0,0.0,816.0,Ex,Y,816,1.0,0.0,1,0,1,TA,4,Fa,Attchd,240.0,TA,Y,228,MnPrv,2006,129800
41,RL,95.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2005,CompShg,VinylSd,BrkFace,226.0,Gd,PConc,Gd,1201.0,0.0,1541.0,Ex,Y,1541,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,532.0,TA,Y,0,NF,2010,220000
742,RM,51.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1935,CompShg,AsbShng,None,0.0,TA,BrkTil,TA,0.0,0.0,884.0,Ex,Y,1573,0.0,0.0,1,0,1,Gd,6,NFP,Detchd,240.0,TA,Y,0,NF,2009,133000
686,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1949,CompShg,MetalSd,None,0.0,TA,CBlock,TA,0.0,0.0,832.0,TA,Y,1461,0.0,0.0,2,0,1,TA,6,NFP,Detchd,384.0,TA,Y,0,NF,2009,133500
314,RL,74.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1976,CompShg,Plywood,None,0.0,TA,CBlock,TA,0.0,0.0,1958.0,TA,Y,2048,0.0,0.0,3,0,2,TA,9,NFP,2Types,776.0,TA,Y,0,NF,2010,170000
1630,RL,63.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1993,CompShg,HdBoard,None,0.0,TA,PConc,Gd,0.0,0.0,903.0,Gd,Y,1642,0.0,0.0,2,1,1,TA,7,TA,Attchd,392.0,TA,Y,290,NF,2007,168000
191,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1922,CompShg,Wd Sdng,None,0.0,TA,CBlock,Fa,283.0,0.0,738.0,Ex,Y,1470,0.0,0.0,1,1,1,TA,6,NFP,Detchd,624.0,TA,Y,0,NF,2010,140750
1626,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1999,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,938.0,Ex,Y,2299,0.0,0.0,3,1,1,TA,7,TA,Attchd,482.0,TA,Y,188,NF,2007,204000
59,RL,63.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2001,CompShg,VinylSd,BrkFace,180.0,Gd,PConc,Gd,0.0,0.0,884.0,Ex,Y,2035,0.0,0.0,2,1,1,Gd,8,Gd,BuiltIn,434.0,TA,Y,144,NF,2010,222500
2632,RL,69.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1962,CompShg,MetalSd,None,0.0,TA,CBlock,TA,784.0,0.0,925.0,TA,Y,999,1.0,0.0,1,0,1,TA,6,NFP,Attchd,300.0,TA,Y,150,NF,2006,134500
1835,FV,45.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2004,CompShg,MetalSd,None,0.0,Gd,PConc,Gd,851.0,0.0,1378.0,Ex,Y,1378,1.0,0.0,2,0,1,Gd,6,Gd,Attchd,540.0,TA,Y,160,NF,2007,214000
2675,RM,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1939,CompShg,MetalSd,None,0.0,TA,CBlock,Gd,507.0,0.0,793.0,TA,Y,1118,1.0,0.0,1,0,1,TA,5,Gd,Detchd,410.0,TA,Y,0,MnPrv,2006,119900
1503,RL,92.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1955,CompShg,VinylSd,BrkFace,270.0,TA,CBlock,TA,133.0,0.0,1440.0,TA,N,1440,0.0,0.0,2,0,2,Fa,8,NFP,NG,0.0,NG,Y,0,NF,2008,118000
1963,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1960,CompShg,Wd Sdng,BrkFace,45.0,TA,CBlock,TA,588.0,0.0,1010.0,Ex,Y,1134,0.0,0.0,1,0,1,TA,6,NFP,Attchd,254.0,TA,Y,0,MnWw,2007,135000
